,Home team name,Away team name,Outcome,Home score,Away score,Home rating,Away rating,Home odds,Draw odds,Away odds,Home xG,Away xG,Home possession,Away possession,Home lineups,Away lineups,Home Formation,Away formation
59,Mallorca,Getafe,0,0,0,7.1,6.9,,2.90,3.75,53%,47%,12,11,"['Reina', 'Maffeo', 'Valjent', 'Russo', 'Costa', 'Baba', 'Ruiz de Galarreta', 'Mboula', 'Lee', 'Rodriguez', 'Rodriguez']","['Soria', 'Suarez', 'Djene', 'Mitrovic', 'Cuenca', 'Olivera', 'Alena', 'Arambarri', 'Maksimovic', 'Ramirez', 'Unal']",4 - 2 - 3 - 1,5 - 3 - 2
60,Villarreal,Barcelona,2,1,3,6.2,7.0,2.70,3.30,2.55,50%,50%,14,12,"['Rulli', 'Foyth', 'Albiol', 'Torres', 'Pedraza', 'Pino', 'Capoue', 'Parejo', 'Gomez', 'Trigueros', 'Danjuma']","['ter Stegen', 'Araujo', 'Pique', 'Garcia', 'Alba', 'Nico', 'Busquets', 'de Jong', 'Ezzalzouli', 'Depay', 'Gavi']",4 - 4 - 2,4 - 3 - 3
61,Betis,Levante,1,3,1,7.5,6.5,1.70,4.00,4.50,60%,40%,26,8,"['Silva', 'Ruibal', 'Bartra', 'Ruiz', 'Moreno', 'Rodriguez', 'Guardado', 'Canales', 'Fekir', 'Juanmi', 'Willian Jose']","['Cardenas', 'Son', 'Mustafi', 'Vezo', 'Clerc', 'Campana', 'Malsa', 'Bardhi', 'de Frutos', 'Marti', 'Morales']",4 - 2 - 3 - 1,4 - 3 - 3
62,Espanyol,Real Sociedad,1,1,0,7.2,6.7,2.90,3.20,2.50,40%,60%,8,10,"['Lopez', 'Vidal', 'Gomez', 'Cabrera', 'Pedrosa', 'Herrera', 'Bare', 'Embarba', 'Darder', 'Puado', 'de Tomas']","['Remiro', 'Gorosabel', 'Zubeldia', 'Le Normand', 'Rico', 'Portu', 'Zubimendi', 'Guevara', 'Januzaj', 'Sorloth', 'Oyarzabal']",4 - 2 - 3 - 1,4 - 4 - 2
63,Cadiz CF,Atl. Madrid,2,1,4,6.2,7.4,7.50,4.20,1.45,36%,64%,9,17,"['Ledesma', 'Carcelen', 'Haroyan', 'Cala', 'Pacha', 'Sanchez', 'Jonsson', 'Fernandez', 'Perea', 'Sobrino', 'Lozano']","['Oblak', 'Llorente', 'Savic', 'Gimenez', 'Hermoso', 'Lemar', 'de Paul', 'Koke', 'Carrasco', 'Suarez', 'Griezmann']",4 - 4 - 2,4 - 4 - 2
64,Real Madrid,Sevilla,1,2,1,7.3,6.5,1.66,4.00,5.00,53%,47%,14,11,"['Courtois', 'Carvajal', 'Militao', 'Alaba', 'Mendy', 'Modric', 'Casemiro', 'Kroos', 'Asensio', 'Benzema', 'Vinicius Junior']","['Bono', 'Montiel', 'Kounde', 'Diego Carlos', 'Acuna', 'Joan Jordan', 'Fernando', 'Rakitic', 'Ocampos', 'Mir', 'Papu Gomez']",4 - 3 - 3,4 - 3 - 3
65,Osasuna,Elche,0,1,1,7.0,7.0,1.80,3.40,5.00,50%,50%,17,10,"['Herrera', 'Vidal', 'Garcia', 'Garcia', 'Cote', 'Barja', 'Sanjurjo', 'Moncayola', 'Garcia', 'Budimir', 'Garcia']","['Badia', 'Palacios', 'Roco', 'Gonzalez', 'Mojica', 'Tete Morente', 'Marcone', 'Mascarell', 'Fidel', 'Perez', 'Boye']",4 - 4 - 2,4 - 4 - 2
66,Real Madrid,Ath Bilbao,1,1,0,7.3,6.5,1.45,4.50,7.00,62%,38%,17,18,"['Courtois', 'Vazquez', 'Militao', 'Alaba', 'Mendy', 'Kroos', 'Casemiro', 'Modric', 'Asensio', 'Benzema', 'Vinicius Junior']","['Simon', 'Lekue', 'Nunez', 'Alvarez', 'Balenziaga', 'Zarraga', 'Garcia', 'Vencedor', 'Muniain', 'Garcia', 'Williams']",4 - 3 - 3,4 - 4 - 2
67,Granada CF,Alaves,1,2,1,6.9,6.4,,,,44%,56%,9,14,"['Maximiano', 'Quini', 'Abram', 'Torrente', 'Neva', 'Puertas', 'Milla', 'Gonalons', 'Escudero', 'Suarez', 'Molina']","['Pacheco', 'Aguirregabiria', 'Laguardia', 'Lejeune', 'Lopez', 'Pons', 'Loum', 'Moya', 'Mendez', 'Joselu', 'Rioja']",4 - 4 - 2,4 - 3 - 3
68,Sevilla,Villarreal,1,1,0,7.2,6.6,1.95,3.30,4.10,45%,55%,8,16,"['Bono', 'Montiel', 'Kounde', 'Diego Carlos', 'Acuna', 'Joan Jordan', 'Fernando', 'Rakitic', 'Ocampos', 'Mir', 'Papu Gomez']","['Rulli', 'Foyth', 'Albiol', 'Torres', 'Pedraza', 'Pino', 'Capoue', 'Parejo', 'Gomez', 'Trigueros', 'Alcacer']",4 - 3 - 3,4 - 4 - 2
